№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Phone,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
566,1,жуулчны бааз,Мянганы төгөл цогцолбор,Myangany Tugul Tsogtsolbor,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.78494,107.11529,99882337,https://www.dropbox.com/scl/fi/az4x88vi80h23h67m2jyd/.jpg?rlkey=i7loy5r3v4yy7vp4he81n021f&raw=1,미얀마 투굴 Tsogtsolbor,ミャンガニー トゥグル ツォグツォルボル,缅甸·图古尔·措特索尔博尔,Мьянгани Тугул Цогцолбор
567,1,жуулчны бааз,Төр хуралдай амралт,Tur Khuraldai Resort,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.78603,107.11872,88114777,https://www.dropbox.com/scl/fi/06fvziki6sm65y7do2rbt/.jpg?rlkey=d77o4evv5dyf87jn07kgnd958&raw=1,투르 쿠랄다이 리조트,トゥール クラルダイ リゾート,图尔呼拉尔代度假村,Курорт Тур Хуралдай
568,1,жуулчны бааз,Төр хур амралт,Tur Khur Resort,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.78964,107.11628,99790344,https://www.dropbox.com/scl/fi/4th1iycnvq1sft0abobwq/.jpg?rlkey=rqenve2zq4rbnw0xynylhcmnd&raw=1,투르 커 리조트,トゥル クル リゾート,图尔库尔度假村,Тур Хур Резорт
569,1,жуулчны бааз,Жуулчны бааз,Tourist Camp,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.791422,107.120681,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
570,1,жуулчны бааз,Мандала блисс монгол кэмп,Mandala Bliss Mongolia,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.73949,106.79717,89879933,https://www.dropbox.com/scl/fi/t6hepsb96zl47xcax2glp/.jpg?rlkey=r859nonaiug0u347me8nwxa0g&raw=1,만다라 블리스 몽골리아,マンダラ ブリス モンゴル,曼陀罗极乐蒙古,Мандала Блисс Монголия
571,1,жуулчны бааз,Унага жуулчны бааз,Unaga Camp,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.748275,106.790926,88189293,https://www.dropbox.com/scl/fi/az5hilvlb333o8e67f28m/.jpg?rlkey=gnuap1w3y94j3tzhjg7gk8uy2&raw=1,우나가 캠프,ウナガキャンプ,乌纳加营地,Лагерь Унага
572,1,жуулчны бааз,Долоон бурхан гэр жуулчны бааз,Doloon Burkhan Ger Camp,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.757426,106.790481,88775027,https://www.dropbox.com/scl/fi/l7hrktl511yo7m77bskpd/.jpg?rlkey=89hfs4nq9ju73e3yqn1g6hto3&raw=1,돌룬 부르칸 게르 캠프,ドルーン ブルカン ゲル キャンプ,多隆布尔汗蒙古包营地,Лагерь Долун Бурхан Гер
573,1,жуулчны бааз,Мөнхтэнгэр-2 богд жуулчны бааз,Munkhtenger-2 Bogd Tourist Camp,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.798363,106.802367,99198811,https://www.dropbox.com/scl/fi/nck1q2nxxq53v9psrkhsi/2.jpg?rlkey=pgelumhu0jmzrtjx4fwrmtabc&raw=1,Munkhtenger-2 Bogd 관광 캠프,ムンクテンゲル-2 ボグド ツーリスト キャンプ,Munkhtenger-2 博格德旅游营地,Туристическая база «Мунхтенгер-2 Богд»
574,1,жуулчны бааз,Чингис ордон ,Chinggis Palace,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.808006,106.787023,88814995,https://www.dropbox.com/scl/fi/u7l1ig961zh2uzwf99ggt/.jpg?rlkey=qo8dmb30aqblwhbumkldij2sw&raw=1,칭기즈궁,チンギス宮殿,成吉思汗宫,Дворец Чингиса
575,2,Амралтын газар,Эко ахмадын амралт,Eco Akhmadyn Amralt,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.805154,106.795038,75092929,https://www.dropbox.com/scl/fi/cr7bvfatyidf2vzba3vvc/.jpg?rlkey=3974w370p370poh7gtxqv218f&raw=1,에코 아크마딘 암랄트,エコ アフマディン アムラルト,生态·艾哈迈丁·阿姆拉尔特,Эко Ахмадын Амралт
576,1,жуулчны бааз,Тайж зочид буудал амралтын газар,Taij Resort Hotel,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.817021,106.81408,77777718,https://www.dropbox.com/scl/fi/cilyj3ohdeqlr6rd5gant/.jpg?rlkey=fsic4gm55grfq4v9ueuo647av&raw=1,타이지 리조트 호텔,タイジ リゾート ホテル,泰季度假村酒店,Тайдж Резорт Отель
577,1,жуулчны бааз,Чингисийн хүрээ цогцолбор,Chinggisiin Khuree Tsogtsolbor,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.80936,106.81734,94281727,https://www.dropbox.com/scl/fi/pg5u3c6v130egq8ozj85b/.jpg?rlkey=5tz1vbll6nc81opmbpqsibnfk&raw=1,칭기신 쿠리 초그솔보르,チンギシン・フリー・ツォグツォルボル,成吉思汗库里措措布,Чингисийн Хурээ Цогцолбор
578,1,жуулчны бааз,Жаргалант амралтын газар,Jargalant Resort,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.80783,106.83606,99540929,https://www.dropbox.com/scl/fi/iws5rz2j9e5qf9c583k58/.jpg?rlkey=tr11rhhp6fbxw14z8yuh6asui&raw=1,자르갈란트 리조트,ジャルガラント リゾート,贾加兰特度假村,Джаргалант Резорт
579,2,Амралтын газар,Нүхт цогцолбор,Nukht Complex,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.82559,106.85615,,https://www.dropbox.com/scl/fi/r5uuf1t2t9655fuunhmsl/.jpg?rlkey=wmd3vf6shxlc97po49493305b&raw=1,누크트 콤플렉스,ヌクトコンプレックス,努赫特综合体,Нухт Комплекс
580,1,жуулчны бааз,Палмспрингс ресорт,Palmsprings Resort,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.80574,106.84337,77015000,https://www.dropbox.com/scl/fi/82lbxpuxdubq4dg5hvoz0/.jpg?rlkey=yumy8ed2kqrp9eyffvfanpqy4&raw=1,팜스프링스 리조트,パームスプリングス リゾート,棕榈泉度假村,Палмспрингс Резорт
581,1,жуулчны бааз,Хишиг монгол амралт,Khishig Mongol Amralt,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.77861,106.85172,86550818,https://www.dropbox.com/scl/fi/3gx0wnnqknjgv3zlj5wm8/.jpg?rlkey=13tdvxjpo1bg1eyrrgop02svj&raw=1,키시그 몽골 암랄트,キシグ・モンゴル・アムラルト,希希格蒙古阿姆拉特,Хишиг Монгол Амралт
582,1,жуулчны бааз,Тоонот вилла кэмп,Toonot Villa,Улаанбаатар,Ulaanbaatar,Хан-Уул,Khan-Uul,47.79523,106.87957,88868878,https://www.dropbox.com/scl/fi/ydeq5caji78sstmr88jwf/.jpg?rlkey=4bxmfjprj5400ywn7t6otqbfl&raw=1,투놋 빌라,トゥーノット ヴィラ,图诺别墅,Вилла Тоонот
583,1,жуулчны бааз,Байгаль кэмп,Baigal Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.86564,107.42507,,https://www.dropbox.com/scl/fi/9snhq7ib0hzz4wa3f5i0v/.jpg?rlkey=2hoqjbbip472ed33jbhk0xzje&raw=1,바이갈 캠프,バイガルキャンプ,拜加尔营地,Лагерь Байгал
584,1,жуулчны бааз,Мэлхий хад морь уналга,“Turtle Rock” Horse Riding Service,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89475,107.4336,88919294,https://www.dropbox.com/scl/fi/wrrlc0dllhqwa4odxy1lw/.jpg?rlkey=lhfquvvp7d40yxg8i6rl9g8mo&raw=1,“터틀 록” 승마 서비스,「タートルロック」乗馬サービス,“龟岩”骑马服务,Конные прогулки «Turtle Rock»
585,1,жуулчны бааз,Хан тэрэлж жуулчны бааз,Khan Terelj Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88972,107.42371,99264656,https://www.dropbox.com/scl/fi/jvmexdnnqr8p1eep10ic7/.jpg?rlkey=olo54f7d7yrflbcqptk49hx7a&raw=1,칸 테렐지 관광 캠프,カーン・テレルジ・ツーリスト・キャンプ,汗特雷尔吉旅游营地,Туристический лагерь Хан Терельдж
586,1,жуулчны бааз,Тэрэлж алтай ресорт,Terelj Altai Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalayh,47.81463,107.35485,"99862120, 88398181",https://www.dropbox.com/scl/fi/22ikfz47xqy4i90odpw8d/.jpg?rlkey=ltqgeb2qq3xnrfdmnbg9cyrr8&raw=1,테렐지 알타이 리조트,テレルジ アルタイ リゾート,特日勒吉阿尔泰度假村,Терэлж Алтай Курорт
587,1,жуулчны бааз,Горхи эко гэр бүлийн амралт,Gorkhi Eco Family Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.81913,107.36096,96629606,https://www.dropbox.com/scl/fi/tt7jireqfho6j6hnfbx04/.jpg?rlkey=e9800giu5iym2vbeahbq8tc71&raw=1,고르키 에코 패밀리 리조트,ゴルヒ エコ ファミリー リゾート,高尔基生态家庭度假村,Горхи Эко Семейный Резорт
588,1,жуулчны бааз,Глори ресорт монгол,Glory Resort Mongolia,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.823613,107.366865,70702222,https://www.dropbox.com/scl/fi/luagilriovhsokn9yxqap/.jpg?rlkey=5jst9if2fewmyaxetr3xvqwh1&raw=1,글로리 리조트 몽골리아,グローリー リゾート モンゴリア,蒙古荣耀度假村,Глори Резорт Монголия
589,1,жуулчны бааз,Жигүүр гэр бүлийн амралт,Jiguur Family Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.83173,107.39625,88891810,https://www.dropbox.com/scl/fi/a11kgs2wmd4ewcyj9xhbv/.jpg?rlkey=iof3nkt5g1vzcnxdkyb9a66l2&raw=1,지구르 패밀리 리조트,ジグール ファミリー リゾート,吉古尔家庭度假村,Семейный курорт Джигур
590,1,жуулчны бааз,Апаче эко кэмп,Apache Eco Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.84066,107.41146,89185068,https://www.dropbox.com/scl/fi/e9nnu48no44czbe0q24u5/.jpg?rlkey=sxt9h1a3n9r06zyrs1oohmqq7&raw=1,아파치 에코캠프,アパッチ エコ キャンプ,阿帕奇生态营,Эко-лагерь Апач
591,1,жуулчны бааз,Заан тэрэлж ресорт,Zaan Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88729,107.43702,80850525,https://www.dropbox.com/scl/fi/vltorc41zb2gyc2578odj/.jpg?rlkey=z7iljza1lztc23es8e78sijup&raw=1,잔 테렐지 리조트,ザーン テレルジ リゾート,赞特勒吉度假村,Заан Тэрэлж Резорт
592,1,жуулчны бааз,Ред рок ресорт,Red Rock Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.851715,107.403635,77000111,https://www.dropbox.com/scl/fi/z7h5007kygalh3jz54ccu/.jpg?rlkey=b323fcfp4lrvvygwcf8j5540j&raw=1,레드록 리조트,レッド ロック リゾート,红岩度假村,Ред Рок Резорт
593,1,жуулчны бааз,Хөмөг тур ресорт,Khumug Tour Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85256,107.41371,99796565,https://www.dropbox.com/scl/fi/8io1nortqz7pgqfb4xqwr/.jpg?rlkey=onw08hmturzyesas7kwbp0way&raw=1,쿠묵 투어 리조트,クムグ ツアー リゾート,库姆格旅游度假村,Хумуг Тур Резорт
594,1,жуулчны бааз,Эх тэрэлж ресорт,Ekh Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.84862,107.40371,88010003,https://www.dropbox.com/scl/fi/w27ht4uyl51aamejpb629/.jpg?rlkey=oph3m7def9rheayz657u9sd9l&raw=1,에크 테렐지 리조트,エク テレルジ リゾート,埃克特日勒吉度假村,Эх Тэрэлж Резорт
595,1,жуулчны бааз,Тахь ресорт,Takhi Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.856758,107.418861,89876787,https://www.dropbox.com/scl/fi/wmjcyktwzpy0ww0r1w60s/.jpg?rlkey=zsjottikutvjwz6bvfg2znte7&raw=1,타키 리조트,タキ リゾート,塔基度假村,Тахи Резорт
596,1,жуулчны бааз,Аянчин 4 улирлын лож,Ayanchin Four Seasons Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.860633,107.401964,99094539,https://www.dropbox.com/scl/fi/icnvetkchrfoyr72mmhke/4.jpg?rlkey=vvo0ltzh375edmze7u8tvxwc4&raw=1,아얀친 포시즌스 로지,アヤンチン フォー シーズンズ ロッジ,阿扬钦四季旅馆,Аянчин Four Seasons Лодж
597,1,жуулчны бааз,Фармхаус ритрит кэмп,Farmhouse Retreat,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.86336,107.42196,94936939,https://www.dropbox.com/scl/fi/xn2ywocyj5igix1y9kf9k/.jpg?rlkey=0zhtuntj8onnia2aai7z8m0ei&raw=1,농가 휴양지,ファームハウス リトリート,农舍静修处,Фермерский дом Ретрит
598,1,жуулчны бааз,Тэрэлж хилс лож,Terelj Hills Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.87261,107.43039,95060066,https://www.dropbox.com/scl/fi/1ntcopyijk1z2lkvxormr/.jpg?rlkey=lhi4u6l8l02thk0ogvenyt0ui&raw=1,테렐지 힐스 로지,テレルジ ヒルズ ロッジ,特勒吉山旅馆,Тэрэлж Хиллс Лодж
599,1,жуулчны бааз,Миний монгол эко гэр буудал,My Mongolia Eco Ger Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.868124,107.390756,99054244,https://www.dropbox.com/scl/fi/uej1xygl59i4xwe03f4fb/.JPG?rlkey=acg8gbdqpuv5y7y1b72kbx9qt&raw=1,마이몽골 에코게르 캠프,私のモンゴルエコゲルキャンプ,我的蒙古生态蒙古包营,Мой экологический лагерь в Монголии
600,1,жуулчны бааз,Мажик рок жуулчны бааз,Magic Rock Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.86823,107.38223,99286781,https://www.dropbox.com/scl/fi/ebsz4wbopeyoirfv242ie/.jpg?rlkey=6jilb9t1apo153965k7jekf9f&raw=1,매직록 투어리스트 캠프,マジック ロック ツーリスト キャンプ,魔岩旅游营地,Туристический лагерь «Волшебная скала»
601,1,жуулчны бааз,Жуулчин тэрэлж ресорт,Juulchin Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.87196,107.38731,94331212,https://www.dropbox.com/scl/fi/e5o66ymrf3s1g9emjp2ol/.jpg?rlkey=3slov1qzb2gv0zxalg3h99gmo&raw=1,줄친 테렐지 리조트,ジュルチン テレルジ リゾート,尤尔钦特勒吉度假村,Юулчин Тэрэлж Резорт
602,1,жуулчны бааз,Цэвэгмаа жуулчны бааз,Tsevegmaa Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88517,107.39045,94955335,https://www.dropbox.com/scl/fi/9r202v2815jc3ypcyop7j/.jpg?rlkey=sjm9j3y7vzzt611co275txefk&raw=1,체베그마 투어리스트 캠프,ツェベグマ ツーリスト キャンプ,采维格玛旅游营地,Туристический лагерь Цевегмаа
603,1,жуулчны бааз,Ривер вию хаус,River View House,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.8284,107.31818,,,리버 뷰 하우스,リバービューハウス,河景楼,Дом с видом на реку
604,1,жуулчны бааз,Тэрэлж лож гэр кэмп,Terelj Lodge Ger Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89252,107.41553,11344488,https://www.dropbox.com/scl/fi/6yfe1ilfgucwbdf2hclry/.jpg?rlkey=l85tb77mkzzi2an1i4s3j0kge&raw=1,테렐지 로지,テレルジ ロッジ,特日勒吉旅馆,Тэрэлж Лодж
605,1,жуулчны бааз,Энержи хилсс ресорт,Energy Hills Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.89595,107.42033,"80297777, 8590 9090",https://www.dropbox.com/scl/fi/e7q10z1xkx8byblis1fhe/.jpg?rlkey=tx6fcfijjnwy56raq2jfvzg3s&raw=1,에너지힐스 리조트,エナジー ヒルズ リゾート,能量山度假村,Энерджи Хиллз Резорт
606,1,жуулчны бааз,Ресорт ворлд тэрэлж зочид буудал,Resort World Terelj Hotel,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.910357,107.405636,89117333,https://www.dropbox.com/scl/fi/xad4xqk4issafjarbnbfy/.jpg?rlkey=i099j1kw58d6cr2ddhz4v1azc&raw=1,리조트 월드 테를지 호텔,リゾート ワールド テレルジ ホテル,特日勒吉世界度假村酒店,Отель Resort World Тэрэлж
607,1,жуулчны бааз,Домогт мэлхий хад кэмп,Domogt Melkhii Khad-Turtle Rock,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.9092,107.42433,80205811,https://www.dropbox.com/scl/fi/q78naziirlrb9mkia33wp/.jpg?rlkey=ub0sc4uurqww773qg3hiwmwx3&raw=1,도모그트 멜키 카드-거북바위,ドモグト メルキー カド タートル ロック,多莫特·梅尔基·卡德-海龟岩,Домогт Мельхий Хад-Черепаховая скала
608,1,жуулчны бааз,Тамир велнес жуулчны бааз,Tamir Wellness Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.85657,107.44145,99112044,https://www.dropbox.com/scl/fi/lco7vd8gtgplew8c7cs09/.jpg?rlkey=t4olsart82kr02hom6lul4ths&raw=1,타미르 웰니스 투어리스트 캠프,タミール ウェルネス ツーリスト キャンプ,塔米尔健康旅游营,Оздоровительный туристический лагерь «Тамир»
609,1,жуулчны бааз,Тэрэлж люкс зочид буудал ба спа,Terelj Luxury  Hotel ,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98844,107.46211,99992233,https://www.dropbox.com/scl/fi/r5l6qoqpxzcqtqy2bub4y/.jpg?rlkey=uafg1wcxc32znmwqls8r7bogh&raw=1,테렐지 럭셔리 호텔,テレルジ ラグジュアリー ホテル,特勒吉豪华酒店,Тэрэлж Лакшери Отель
610,1,жуулчны бааз,Тэрэлж стар ресорт,Terelj Star Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.86329,107.44581,95883330,https://www.dropbox.com/scl/fi/wmoa4u1qqt1rnlwwvogp2/.jpg?rlkey=46wx5o8a0ez1shglgz74zche6&raw=1,테렐지 스타 리조트,テレルジ スター リゾート,特日勒吉之星度假村,Терэлж Стар Резорт
611,1,жуулчны бааз,Биг скай лож тэрэлж,Big Sky Lodge Terelj,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88634,107.44251,72707231,https://www.dropbox.com/scl/fi/i4ogx37dnko4d5mehz9er/.jpg?rlkey=5c79zaihpb9r4jrkc8y5laonx&raw=1,빅 스카이 로지 테렐지,ビッグ スカイ ロッジ テレルジ,特勒吉大天空旅馆,Биг Скай Лодж Тэрэлж
612,1,жуулчны бааз,Түмэн хаан жуулчны бааз,Tumen Khaan Tourist Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.98093,107.39263,99086928,https://www.dropbox.com/scl/fi/bjgkmkn6dpwwbdlbp26aa/.jpg?rlkey=oozy1yn0ig3poorsiqfcmeyeh&raw=1,투멘칸 투어리스트 캠프,トゥメン カーン ツーリスト キャンプ,图们汗旅游营,Туристическая база Тюмен Хаан
